from,to,Migration,year,gemeente fromnaamvolledig,provincie from
Hoogeveen,Bellingwedde,2,2011,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Bellingwedde,4,2011,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Bellingwedde,0,2011,Kollumerland en Nieuwkruisland,Friesland
Leek,Bellingwedde,2,2011,Leek,Groningen
Leeuwarden,Bellingwedde,7,2011,Leeuwarden,Friesland
Leeuwarderadeel,Bellingwedde,0,2011,Leeuwarderadeel,Friesland
Lemsterland,Bellingwedde,0,2011,Lemsterland,Friesland
Littenseradiel,Bellingwedde,0,2011,Littenseradiel,Friesland
Loppersum,Bellingwedde,1,2011,Loppersum,Groningen
De.Marne,Bellingwedde,0,2011,De Marne,Groningen
Marum,Bellingwedde,0,2011,Marum,Groningen
Menameradiel,Bellingwedde,0,2011,Menameradiel,Friesland
Menterwolde,Bellingwedde,4,2011,Menterwolde,Groningen
Meppel,Bellingwedde,0,2011,Meppel,Drenthe
Midden.Drenthe,Bellingwedde,2,2011,Midden Drenthe,Drenthe
Midden.Groningen,Bellingwedde,NA,2011,Midden Groningen,Groningen
Noordenveld,Bellingwedde,1,2011,Noordenveld,Drenthe
Oldambt,Bellingwedde,86,2011,Oldambt,Groningen
Ooststellingwerf,Bellingwedde,0,2011,Ooststellingwerf,Friesland
Opsterland,Bellingwedde,0,2011,Opsterland,Friesland
Pekela,Bellingwedde,43,2011,Pekela,Groningen
Schiermonnikoog,Bellingwedde,0,2011,Schiermonnikoog,Friesland
Skarsterlân,Bellingwedde,1,2011,Skarsterlân,Friesland
Slochteren,Bellingwedde,5,2011,Slochteren,Groningen
Smallingerland,Bellingwedde,4,2011,Smallingerland,Friesland
Stadskanaal,Bellingwedde,15,2011,Stadskanaal,Groningen
Súdwest.Fryslân,Bellingwedde,3,2011,Súdwest Fryslân,Friesland
Terschelling,Bellingwedde,1,2011,Terschelling,Friesland
Tynaarlo,Bellingwedde,4,2011,Tynaarlo,Drenthe
Tytsjerksteradiel,Bellingwedde,0,2011,Tytsjerksteradiel,Friesland
Veendam,Bellingwedde,18,2011,Veendam,Groningen
Vlagtwedde,Bellingwedde,34,2011,Vlagtwedde,Groningen
Vlieland,Bellingwedde,0,2011,Vlieland,Friesland
Waadhoeke,Bellingwedde,NA,2011,Waadhoeke,Friesland
Westerveld,Bellingwedde,0,2011,Westerveld,Drenthe
Westerwolde,Bellingwedde,NA,2011,Westerwolde,Groningen
Weststellingwerf,Bellingwedde,2,2011,Weststellingwerf,Friesland
Winsum,Bellingwedde,1,2011,Winsum,Groningen
De.Wolden,Bellingwedde,1,2011,De Wolden,Drenthe
Zuidhorn,Bellingwedde,1,2011,Zuidhorn,Groningen
Aa.en.Hunze,het.Bildt,1,2011,Aa en Hunze,Drenthe
Achtkarspelen,het.Bildt,4,2011,Achtkarspelen,Friesland
Ameland,het.Bildt,1,2011,Ameland,Friesland
Appingedam,het.Bildt,0,2011,Appingedam,Groningen
Assen,het.Bildt,1,2011,Assen,Drenthe
Bedum,het.Bildt,0,2011,Bedum,Groningen
Bellingwedde,het.Bildt,0,2011,Bellingwedde,Groningen
het.Bildt,het.Bildt,NA,2011,het Bildt,Friesland
Boarnsterhim,het.Bildt,0,2011,Boarnsterhim,Friesland
Ten.Boer,het.Bildt,0,2011,Ten Boer,Groningen
Borger.Odoorn,het.Bildt,0,2011,Borger Odoorn,Drenthe
Coevorden,het.Bildt,1,2011,Coevorden,Drenthe
Dantumadiel,het.Bildt,2,2011,Dantumadiel,Friesland
Delfzijl,het.Bildt,0,2011,Delfzijl,Groningen
Dongeradeel,het.Bildt,6,2011,Dongeradeel,Friesland
Eemsmond,het.Bildt,0,2011,Eemsmond,Groningen
Emmen,het.Bildt,1,2011,Emmen,Drenthe
Ferwerderadiel,het.Bildt,8,2011,Ferwerderadiel,Friesland
Franekeradeel,het.Bildt,51,2011,Franekeradeel,Friesland
De.Friese.Meren,het.Bildt,NA,2011,De Friese Meren,Friesland
De.Fryske.Marren,het.Bildt,NA,2011,De Fryske Marren,Friesland
Gaasterlân.Sleat,het.Bildt,2,2011,Gaasterlân Sleat,Friesland
Groningen,het.Bildt,14,2011,Groningen,Groningen
Grootegast,het.Bildt,0,2011,Grootegast,Groningen
Haren,het.Bildt,0,2011,Haren,Groningen
Harlingen,het.Bildt,10,2011,Harlingen,Friesland
Heerenveen,het.Bildt,0,2011,Heerenveen,Friesland
Hoogeveen,het.Bildt,0,2011,Hoogeveen,Drenthe
Hoogezand.Sappemeer,het.Bildt,0,2011,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,het.Bildt,2,2011,Kollumerland en Nieuwkruisland,Friesland
Leek,het.Bildt,0,2011,Leek,Groningen
Leeuwarden,het.Bildt,47,2011,Leeuwarden,Friesland
Leeuwarderadeel,het.Bildt,15,2011,Leeuwarderadeel,Friesland
Lemsterland,het.Bildt,0,2011,Lemsterland,Friesland
Littenseradiel,het.Bildt,4,2011,Littenseradiel,Friesland
Loppersum,het.Bildt,0,2011,Loppersum,Groningen
De.Marne,het.Bildt,0,2011,De Marne,Groningen
Marum,het.Bildt,0,2011,Marum,Groningen
Menameradiel,het.Bildt,54,2011,Menameradiel,Friesland
Menterwolde,het.Bildt,0,2011,Menterwolde,Groningen
Meppel,het.Bildt,0,2011,Meppel,Drenthe
Midden.Drenthe,het.Bildt,0,2011,Midden Drenthe,Drenthe
Midden.Groningen,het.Bildt,NA,2011,Midden Groningen,Groningen
Noordenveld,het.Bildt,2,2011,Noordenveld,Drenthe
Oldambt,het.Bildt,2,2011,Oldambt,Groningen
Ooststellingwerf,het.Bildt,0,2011,Ooststellingwerf,Friesland
Opsterland,het.Bildt,2,2011,Opsterland,Friesland
Pekela,het.Bildt,1,2011,Pekela,Groningen
Schiermonnikoog,het.Bildt,0,2011,Schiermonnikoog,Friesland
Skarsterlân,het.Bildt,3,2011,Skarsterlân,Friesland
Slochteren,het.Bildt,0,2011,Slochteren,Groningen
Smallingerland,het.Bildt,15,2011,Smallingerland,Friesland
Stadskanaal,het.Bildt,1,2011,Stadskanaal,Groningen
Súdwest.Fryslân,het.Bildt,11,2011,Súdwest Fryslân,Friesland
Terschelling,het.Bildt,0,2011,Terschelling,Friesland
Tynaarlo,het.Bildt,4,2011,Tynaarlo,Drenthe
Tytsjerksteradiel,het.Bildt,14,2011,Tytsjerksteradiel,Friesland
Veendam,het.Bildt,0,2011,Veendam,Groningen
Vlagtwedde,het.Bildt,0,2011,Vlagtwedde,Groningen
Vlieland,het.Bildt,1,2011,Vlieland,Friesland
Waadhoeke,het.Bildt,NA,2011,Waadhoeke,Friesland
Westerveld,het.Bildt,0,2011,Westerveld,Drenthe
Westerwolde,het.Bildt,NA,2011,Westerwolde,Groningen
Weststellingwerf,het.Bildt,3,2011,Weststellingwerf,Friesland
Winsum,het.Bildt,0,2011,Winsum,Groningen
De.Wolden,het.Bildt,0,2011,De Wolden,Drenthe
Zuidhorn,het.Bildt,0,2011,Zuidhorn,Groningen
Aa.en.Hunze,Boarnsterhim,0,2011,Aa en Hunze,Drenthe
Achtkarspelen,Boarnsterhim,3,2011,Achtkarspelen,Friesland
Ameland,Boarnsterhim,0,2011,Ameland,Friesland
Appingedam,Boarnsterhim,1,2011,Appingedam,Groningen
Assen,Boarnsterhim,1,2011,Assen,Drenthe
Bedum,Boarnsterhim,0,2011,Bedum,Groningen
Bellingwedde,Boarnsterhim,0,2011,Bellingwedde,Groningen
het.Bildt,Boarnsterhim,4,2011,het Bildt,Friesland
Boarnsterhim,Boarnsterhim,NA,2011,Boarnsterhim,Friesland
Ten.Boer,Boarnsterhim,0,2011,Ten Boer,Groningen
Borger.Odoorn,Boarnsterhim,0,2011,Borger Odoorn,Drenthe
Coevorden,Boarnsterhim,0,2011,Coevorden,Drenthe
Dantumadiel,Boarnsterhim,8,2011,Dantumadiel,Friesland
Delfzijl,Boarnsterhim,2,2011,Delfzijl,Groningen
Dongeradeel,Boarnsterhim,5,2011,Dongeradeel,Friesland
Eemsmond,Boarnsterhim,0,2011,Eemsmond,Groningen
Emmen,Boarnsterhim,0,2011,Emmen,Drenthe
Ferwerderadiel,Boarnsterhim,7,2011,Ferwerderadiel,Friesland
Franekeradeel,Boarnsterhim,18,2011,Franekeradeel,Friesland
De.Friese.Meren,Boarnsterhim,NA,2011,De Friese Meren,Friesland
De.Fryske.Marren,Boarnsterhim,NA,2011,De Fryske Marren,Friesland
Gaasterlân.Sleat,Boarnsterhim,3,2011,Gaasterlân Sleat,Friesland
Groningen,Boarnsterhim,36,2011,Groningen,Groningen
Grootegast,Boarnsterhim,0,2011,Grootegast,Groningen
Haren,Boarnsterhim,2,2011,Haren,Groningen
Harlingen,Boarnsterhim,8,2011,Harlingen,Friesland
Heerenveen,Boarnsterhim,51,2011,Heerenveen,Friesland
Hoogeveen,Boarnsterhim,0,2011,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Boarnsterhim,1,2011,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Boarnsterhim,0,2011,Kollumerland en Nieuwkruisland,Friesland
Leek,Boarnsterhim,0,2011,Leek,Groningen
Leeuwarden,Boarnsterhim,157,2011,Leeuwarden,Friesland
Leeuwarderadeel,Boarnsterhim,11,2011,Leeuwarderadeel,Friesland
Lemsterland,Boarnsterhim,5,2011,Lemsterland,Friesland
Littenseradiel,Boarnsterhim,20,2011,Littenseradiel,Friesland
Loppersum,Boarnsterhim,0,2011,Loppersum,Groningen
De.Marne,Boarnsterhim,0,2011,De Marne,Groningen
Marum,Boarnsterhim,0,2011,Marum,Groningen
Menameradiel,Boarnsterhim,5,2011,Menameradiel,Friesland
Menterwolde,Boarnsterhim,0,2011,Menterwolde,Groningen
Meppel,Boarnsterhim,2,2011,Meppel,Drenthe
Midden.Drenthe,Boarnsterhim,6,2011,Midden Drenthe,Drenthe
Midden.Groningen,Boarnsterhim,NA,2011,Midden Groningen,Groningen
Noordenveld,Boarnsterhim,0,2011,Noordenveld,Drenthe
Oldambt,Boarnsterhim,0,2011,Oldambt,Groningen
Ooststellingwerf,Boarnsterhim,7,2011,Ooststellingwerf,Friesland
Opsterland,Boarnsterhim,28,2011,Opsterland,Friesland
Pekela,Boarnsterhim,2,2011,Pekela,Groningen
Schiermonnikoog,Boarnsterhim,0,2011,Schiermonnikoog,Friesland
Skarsterlân,Boarnsterhim,27,2011,Skarsterlân,Friesland
Slochteren,Boarnsterhim,0,2011,Slochteren,Groningen
Smallingerland,Boarnsterhim,30,2011,Smallingerland,Friesland
Stadskanaal,Boarnsterhim,1,2011,Stadskanaal,Groningen
Súdwest.Fryslân,Boarnsterhim,83,2011,Súdwest Fryslân,Friesland
Terschelling,Boarnsterhim,4,2011,Terschelling,Friesland
Tynaarlo,Boarnsterhim,2,2011,Tynaarlo,Drenthe
Tytsjerksteradiel,Boarnsterhim,28,2011,Tytsjerksteradiel,Friesland
Veendam,Boarnsterhim,0,2011,Veendam,Groningen
Vlagtwedde,Boarnsterhim,0,2011,Vlagtwedde,Groningen
Vlieland,Boarnsterhim,2,2011,Vlieland,Friesland
Waadhoeke,Boarnsterhim,NA,2011,Waadhoeke,Friesland
Westerveld,Boarnsterhim,3,2011,Westerveld,Drenthe
Westerwolde,Boarnsterhim,NA,2011,Westerwolde,Groningen
Weststellingwerf,Boarnsterhim,15,2011,Weststellingwerf,Friesland
Winsum,Boarnsterhim,1,2011,Winsum,Groningen
De.Wolden,Boarnsterhim,0,2011,De Wolden,Drenthe
Zuidhorn,Boarnsterhim,0,2011,Zuidhorn,Groningen
Aa.en.Hunze,Ten.Boer,0,2011,Aa en Hunze,Drenthe
Achtkarspelen,Ten.Boer,0,2011,Achtkarspelen,Friesland
Ameland,Ten.Boer,0,2011,Ameland,Friesland
Appingedam,Ten.Boer,8,2011,Appingedam,Groningen
Assen,Ten.Boer,0,2011,Assen,Drenthe
Bedum,Ten.Boer,13,2011,Bedum,Groningen
Bellingwedde,Ten.Boer,0,2011,Bellingwedde,Groningen
het.Bildt,Ten.Boer,0,2011,het Bildt,Friesland
Boarnsterhim,Ten.Boer,0,2011,Boarnsterhim,Friesland
Ten.Boer,Ten.Boer,NA,2011,Ten Boer,Groningen
Borger.Odoorn,Ten.Boer,1,2011,Borger Odoorn,Drenthe
Coevorden,Ten.Boer,0,2011,Coevorden,Drenthe
Dantumadiel,Ten.Boer,0,2011,Dantumadiel,Friesland
Delfzijl,Ten.Boer,9,2011,Delfzijl,Groningen
Dongeradeel,Ten.Boer,0,2011,Dongeradeel,Friesland
Eemsmond,Ten.Boer,16,2011,Eemsmond,Groningen
Emmen,Ten.Boer,2,2011,Emmen,Drenthe
Ferwerderadiel,Ten.Boer,0,2011,Ferwerderadiel,Friesland
Franekeradeel,Ten.Boer,1,2011,Franekeradeel,Friesland
De.Friese.Meren,Ten.Boer,NA,2011,De Friese Meren,Friesland
De.Fryske.Marren,Ten.Boer,NA,2011,De Fryske Marren,Friesland
Gaasterlân.Sleat,Ten.Boer,0,2011,Gaasterlân Sleat,Friesland
Groningen,Ten.Boer,217,2011,Groningen,Groningen
Grootegast,Ten.Boer,0,2011,Grootegast,Groningen
Haren,Ten.Boer,4,2011,Haren,Groningen
Harlingen,Ten.Boer,0,2011,Harlingen,Friesland
Heerenveen,Ten.Boer,0,2011,Heerenveen,Friesland
Hoogeveen,Ten.Boer,0,2011,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Ten.Boer,2,2011,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Ten.Boer,0,2011,Kollumerland en Nieuwkruisland,Friesland
Leek,Ten.Boer,1,2011,Leek,Groningen
Leeuwarden,Ten.Boer,2,2011,Leeuwarden,Friesland
Leeuwarderadeel,Ten.Boer,0,2011,Leeuwarderadeel,Friesland
Lemsterland,Ten.Boer,0,2011,Lemsterland,Friesland
Littenseradiel,Ten.Boer,0,2011,Littenseradiel,Friesland
Loppersum,Ten.Boer,20,2011,Loppersum,Groningen
De.Marne,Ten.Boer,2,2011,De Marne,Groningen
Marum,Ten.Boer,0,2011,Marum,Groningen
Menameradiel,Ten.Boer,0,2011,Menameradiel,Friesland
Menterwolde,Ten.Boer,7,2011,Menterwolde,Groningen
Meppel,Ten.Boer,0,2011,Meppel,Drenthe
Midden.Drenthe,Ten.Boer,1,2011,Midden Drenthe,Drenthe
Midden.Groningen,Ten.Boer,NA,2011,Midden Groningen,Groningen
Noordenveld,Ten.Boer,3,2011,Noordenveld,Drenthe
Oldambt,Ten.Boer,3,2011,Oldambt,Groningen
Ooststellingwerf,Ten.Boer,0,2011,Ooststellingwerf,Friesland
Opsterland,Ten.Boer,0,2011,Opsterland,Friesland
Pekela,Ten.Boer,1,2011,Pekela,Groningen
Schiermonnikoog,Ten.Boer,0,2011,Schiermonnikoog,Friesland
Skarsterlân,Ten.Boer,0,2011,Skarsterlân,Friesland
Slochteren,Ten.Boer,15,2011,Slochteren,Groningen
Smallingerland,Ten.Boer,2,2011,Smallingerland,Friesland
Stadskanaal,Ten.Boer,1,2011,Stadskanaal,Groningen
Súdwest.Fryslân,Ten.Boer,0,2011,Súdwest Fryslân,Friesland
Terschelling,Ten.Boer,0,2011,Terschelling,Friesland
Tynaarlo,Ten.Boer,2,2011,Tynaarlo,Drenthe
Tytsjerksteradiel,Ten.Boer,0,2011,Tytsjerksteradiel,Friesland
Veendam,Ten.Boer,0,2011,Veendam,Groningen
Vlagtwedde,Ten.Boer,7,2011,Vlagtwedde,Groningen
Vlieland,Ten.Boer,0,2011,Vlieland,Friesland
Waadhoeke,Ten.Boer,NA,2011,Waadhoeke,Friesland
Westerveld,Ten.Boer,0,2011,Westerveld,Drenthe
Westerwolde,Ten.Boer,NA,2011,Westerwolde,Groningen
Weststellingwerf,Ten.Boer,0,2011,Weststellingwerf,Friesland
Winsum,Ten.Boer,5,2011,Winsum,Groningen
De.Wolden,Ten.Boer,0,2011,De Wolden,Drenthe
Zuidhorn,Ten.Boer,1,2011,Zuidhorn,Groningen
Aa.en.Hunze,Borger.Odoorn,52,2011,Aa en Hunze,Drenthe
Achtkarspelen,Borger.Odoorn,0,2011,Achtkarspelen,Friesland
Ameland,Borger.Odoorn,0,2011,Ameland,Friesland
Appingedam,Borger.Odoorn,2,2011,Appingedam,Groningen
Assen,Borger.Odoorn,37,2011,Assen,Drenthe
Bedum,Borger.Odoorn,0,2011,Bedum,Groningen
Bellingwedde,Borger.Odoorn,8,2011,Bellingwedde,Groningen
het.Bildt,Borger.Odoorn,0,2011,het Bildt,Friesland
Boarnsterhim,Borger.Odoorn,1,2011,Boarnsterhim,Friesland
Ten.Boer,Borger.Odoorn,2,2011,Ten Boer,Groningen
Borger.Odoorn,Borger.Odoorn,NA,2011,Borger Odoorn,Drenthe
Coevorden,Borger.Odoorn,57,2011,Coevorden,Drenthe
Dantumadiel,Borger.Odoorn,0,2011,Dantumadiel,Friesland
Delfzijl,Borger.Odoorn,1,2011,Delfzijl,Groningen
Dongeradeel,Borger.Odoorn,1,2011,Dongeradeel,Friesland
Eemsmond,Borger.Odoorn,4,2011,Eemsmond,Groningen
Emmen,Borger.Odoorn,165,2011,Emmen,Drenthe
Ferwerderadiel,Borger.Odoorn,2,2011,Ferwerderadiel,Friesland
Franekeradeel,Borger.Odoorn,6,2011,Franekeradeel,Friesland
De.Friese.Meren,Borger.Odoorn,NA,2011,De Friese Meren,Friesland
De.Fryske.Marren,Borger.Odoorn,NA,2011,De Fryske Marren,Friesland
Gaasterlân.Sleat,Borger.Odoorn,0,2011,Gaasterlân Sleat,Friesland
Groningen,Borger.Odoorn,58,2011,Groningen,Groningen
Grootegast,Borger.Odoorn,5,2011,Grootegast,Groningen
Haren,Borger.Odoorn,2,2011,Haren,Groningen
Harlingen,Borger.Odoorn,0,2011,Harlingen,Friesland
Heerenveen,Borger.Odoorn,0,2011,Heerenveen,Friesland
Hoogeveen,Borger.Odoorn,6,2011,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Borger.Odoorn,5,2011,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Borger.Odoorn,1,2011,Kollumerland en Nieuwkruisland,Friesland
Leek,Borger.Odoorn,4,2011,Leek,Groningen
Leeuwarden,Borger.Odoorn,4,2011,Leeuwarden,Friesland
Leeuwarderadeel,Borger.Odoorn,0,2011,Leeuwarderadeel,Friesland
Lemsterland,Borger.Odoorn,0,2011,Lemsterland,Friesland
Littenseradiel,Borger.Odoorn,0,2011,Littenseradiel,Friesland
Loppersum,Borger.Odoorn,6,2011,Loppersum,Groningen
De.Marne,Borger.Odoorn,0,2011,De Marne,Groningen
Marum,Borger.Odoorn,2,2011,Marum,Groningen
Menameradiel,Borger.Odoorn,0,2011,Menameradiel,Friesland
Menterwolde,Borger.Odoorn,12,2011,Menterwolde,Groningen
Meppel,Borger.Odoorn,6,2011,Meppel,Drenthe
Midden.Drenthe,Borger.Odoorn,21,2011,Midden Drenthe,Drenthe
Midden.Groningen,Borger.Odoorn,NA,2011,Midden Groningen,Groningen
Noordenveld,Borger.Odoorn,2,2011,Noordenveld,Drenthe
Oldambt,Borger.Odoorn,4,2011,Oldambt,Groningen
Ooststellingwerf,Borger.Odoorn,1,2011,Ooststellingwerf,Friesland
Opsterland,Borger.Odoorn,1,2011,Opsterland,Friesland
Pekela,Borger.Odoorn,8,2011,Pekela,Groningen
Schiermonnikoog,Borger.Odoorn,0,2011,Schiermonnikoog,Friesland
Skarsterlân,Borger.Odoorn,1,2011,Skarsterlân,Friesland
Slochteren,Borger.Odoorn,5,2011,Slochteren,Groningen
Smallingerland,Borger.Odoorn,3,2011,Smallingerland,Friesland
Stadskanaal,Borger.Odoorn,198,2011,Stadskanaal,Groningen
Súdwest.Fryslân,Borger.Odoorn,0,2011,Súdwest Fryslân,Friesland
Terschelling,Borger.Odoorn,3,2011,Terschelling,Friesland
Tynaarlo,Borger.Odoorn,15,2011,Tynaarlo,Drenthe
Tytsjerksteradiel,Borger.Odoorn,0,2011,Tytsjerksteradiel,Friesland
Veendam,Borger.Odoorn,12,2011,Veendam,Groningen
Vlagtwedde,Borger.Odoorn,20,2011,Vlagtwedde,Groningen
Vlieland,Borger.Odoorn,0,2011,Vlieland,Friesland
Waadhoeke,Borger.Odoorn,NA,2011,Waadhoeke,Friesland
Westerveld,Borger.Odoorn,6,2011,Westerveld,Drenthe
Westerwolde,Borger.Odoorn,NA,2011,Westerwolde,Groningen
Weststellingwerf,Borger.Odoorn,1,2011,Weststellingwerf,Friesland
Winsum,Borger.Odoorn,0,2011,Winsum,Groningen
De.Wolden,Borger.Odoorn,3,2011,De Wolden,Drenthe
Zuidhorn,Borger.Odoorn,0,2011,Zuidhorn,Groningen
Aa.en.Hunze,Coevorden,9,2011,Aa en Hunze,Drenthe
Achtkarspelen,Coevorden,0,2011,Achtkarspelen,Friesland
Ameland,Coevorden,1,2011,Ameland,Friesland
Appingedam,Coevorden,1,2011,Appingedam,Groningen
Assen,Coevorden,19,2011,Assen,Drenthe
Bedum,Coevorden,0,2011,Bedum,Groningen
Bellingwedde,Coevorden,3,2011,Bellingwedde,Groningen
het.Bildt,Coevorden,1,2011,het Bildt,Friesland
Boarnsterhim,Coevorden,2,2011,Boarnsterhim,Friesland
Ten.Boer,Coevorden,0,2011,Ten Boer,Groningen
Borger.Odoorn,Coevorden,34,2011,Borger Odoorn,Drenthe
Coevorden,Coevorden,NA,2011,Coevorden,Drenthe
Dantumadiel,Coevorden,0,2011,Dantumadiel,Friesland
Delfzijl,Coevorden,4,2011,Delfzijl,Groningen
Dongeradeel,Coevorden,1,2011,Dongeradeel,Friesland
Eemsmond,Coevorden,0,2011,Eemsmond,Groningen
Emmen,Coevorden,331,2011,Emmen,Drenthe
Ferwerderadiel,Coevorden,0,2011,Ferwerderadiel,Friesland
Franekeradeel,Coevorden,1,2011,Franekeradeel,Friesland
De.Friese.Meren,Coevorden,NA,2011,De Friese Meren,Friesland
De.Fryske.Marren,Coevorden,NA,2011,De Fryske Marren,Friesland
Gaasterlân.Sleat,Coevorden,0,2011,Gaasterlân Sleat,Friesland
Groningen,Coevorden,63,2011,Groningen,Groningen
Grootegast,Coevorden,1,2011,Grootegast,Groningen
Haren,Coevorden,1,2011,Haren,Groningen
Harlingen,Coevorden,0,2011,Harlingen,Friesland
Heerenveen,Coevorden,0,2011,Heerenveen,Friesland
Hoogeveen,Coevorden,69,2011,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Coevorden,0,2011,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Coevorden,2,2011,Kollumerland en Nieuwkruisland,Friesland
Leek,Coevorden,2,2011,Leek,Groningen
Leeuwarden,Coevorden,13,2011,Leeuwarden,Friesland
Leeuwarderadeel,Coevorden,0,2011,Leeuwarderadeel,Friesland
Lemsterland,Coevorden,0,2011,Lemsterland,Friesland
Littenseradiel,Coevorden,0,2011,Littenseradiel,Friesland
Loppersum,Coevorden,2,2011,Loppersum,Groningen
De.Marne,Coevorden,0,2011,De Marne,Groningen
Marum,Coevorden,0,2011,Marum,Groningen
Menameradiel,Coevorden,1,2011,Menameradiel,Friesland
Menterwolde,Coevorden,0,2011,Menterwolde,Groningen
Meppel,Coevorden,4,2011,Meppel,Drenthe
Midden.Drenthe,Coevorden,20,2011,Midden Drenthe,Drenthe
Midden.Groningen,Coevorden,NA,2011,Midden Groningen,Groningen
Noordenveld,Coevorden,0,2011,Noordenveld,Drenthe
Oldambt,Coevorden,1,2011,Oldambt,Groningen
Ooststellingwerf,Coevorden,5,2011,Ooststellingwerf,Friesland
Opsterland,Coevorden,0,2011,Opsterland,Friesland
Pekela,Coevorden,3,2011,Pekela,Groningen
Schiermonnikoog,Coevorden,0,2011,Schiermonnikoog,Friesland
Skarsterlân,Coevorden,8,2011,Skarsterlân,Friesland
Slochteren,Coevorden,0,2011,Slochteren,Groningen
Smallingerland,Coevorden,6,2011,Smallingerland,Friesland
Stadskanaal,Coevorden,7,2011,Stadskanaal,Groningen
Súdwest.Fryslân,Coevorden,2,2011,Súdwest Fryslân,Friesland
Terschelling,Coevorden,1,2011,Terschelling,Friesland
Tynaarlo,Coevorden,2,2011,Tynaarlo,Drenthe
Tytsjerksteradiel,Coevorden,1,2011,Tytsjerksteradiel,Friesland
Veendam,Coevorden,6,2011,Veendam,Groningen
Vlagtwedde,Coevorden,9,2011,Vlagtwedde,Groningen
Vlieland,Coevorden,0,2011,Vlieland,Friesland
Waadhoeke,Coevorden,NA,2011,Waadhoeke,Friesland
Westerveld,Coevorden,8,2011,Westerveld,Drenthe
Westerwolde,Coevorden,NA,2011,Westerwolde,Groningen
Weststellingwerf,Coevorden,3,2011,Weststellingwerf,Friesland
Winsum,Coevorden,2,2011,Winsum,Groningen
De.Wolden,Coevorden,5,2011,De Wolden,Drenthe
Zuidhorn,Coevorden,0,2011,Zuidhorn,Groningen
Aa.en.Hunze,Dantumadiel,0,2011,Aa en Hunze,Drenthe
Achtkarspelen,Dantumadiel,51,2011,Achtkarspelen,Friesland
Ameland,Dantumadiel,3,2011,Ameland,Friesland
Appingedam,Dantumadiel,0,2011,Appingedam,Groningen
Assen,Dantumadiel,1,2011,Assen,Drenthe
Bedum,Dantumadiel,0,2011,Bedum,Groningen
Bellingwedde,Dantumadiel,0,2011,Bellingwedde,Groningen
het.Bildt,Dantumadiel,2,2011,het Bildt,Friesland
Boarnsterhim,Dantumadiel,3,2011,Boarnsterhim,Friesland
Ten.Boer,Dantumadiel,0,2011,Ten Boer,Groningen
Borger.Odoorn,Dantumadiel,2,2011,Borger Odoorn,Drenthe
Coevorden,Dantumadiel,1,2011,Coevorden,Drenthe
Dantumadiel,Dantumadiel,NA,2011,Dantumadiel,Friesland
Delfzijl,Dantumadiel,3,2011,Delfzijl,Groningen
Dongeradeel,Dantumadiel,88,2011,Dongeradeel,Friesland
Eemsmond,Dantumadiel,0,2011,Eemsmond,Groningen
Emmen,Dantumadiel,0,2011,Emmen,Drenthe
Ferwerderadiel,Dantumadiel,19,2011,Ferwerderadiel,Friesland
Franekeradeel,Dantumadiel,1,2011,Franekeradeel,Friesland
De.Friese.Meren,Dantumadiel,NA,2011,De Friese Meren,Friesland
De.Fryske.Marren,Dantumadiel,NA,2011,De Fryske Marren,Friesland
Gaasterlân.Sleat,Dantumadiel,0,2011,Gaasterlân Sleat,Friesland
Groningen,Dantumadiel,22,2011,Groningen,Groningen
Grootegast,Dantumadiel,1,2011,Grootegast,Groningen
Haren,Dantumadiel,0,2011,Haren,Groningen
Harlingen,Dantumadiel,1,2011,Harlingen,Friesland
Heerenveen,Dantumadiel,8,2011,Heerenveen,Friesland
Hoogeveen,Dantumadiel,1,2011,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Dantumadiel,0,2011,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Dantumadiel,68,2011,Kollumerland en Nieuwkruisland,Friesland
Leek,Dantumadiel,0,2011,Leek,Groningen
Leeuwarden,Dantumadiel,61,2011,Leeuwarden,Friesland
Leeuwarderadeel,Dantumadiel,6,2011,Leeuwarderadeel,Friesland
Lemsterland,Dantumadiel,0,2011,Lemsterland,Friesland
Littenseradiel,Dantumadiel,0,2011,Littenseradiel,Friesland
Loppersum,Dantumadiel,1,2011,Loppersum,Groningen
De.Marne,Dantumadiel,0,2011,De Marne,Groningen
Marum,Dantumadiel,0,2011,Marum,Groningen
Menameradiel,Dantumadiel,1,2011,Menameradiel,Friesland
Menterwolde,Dantumadiel,0,2011,Menterwolde,Groningen
Meppel,Dantumadiel,0,2011,Meppel,Drenthe
Midden.Drenthe,Dantumadiel,0,2011,Midden Drenthe,Drenthe
