from,to,Migration,year,gemeente fromnaamvolledig,provincie from
Tytsjerksteradiel,Vlieland,0,2018,Tytsjerksteradiel,Friesland
Veendam,Vlieland,0,2018,Veendam,Groningen
Vlagtwedde,Vlieland,NA,2018,Vlagtwedde,Groningen
Vlieland,Vlieland,1,2018,Vlieland,Friesland
Waadhoeke,Vlieland,4,2018,Waadhoeke,Friesland
Westerveld,Vlieland,1,2018,Westerveld,Drenthe
Westerwolde,Vlieland,0,2018,Westerwolde,Groningen
Weststellingwerf,Vlieland,0,2018,Weststellingwerf,Friesland
Winsum,Vlieland,0,2018,Winsum,Groningen
De.Wolden,Vlieland,0,2018,De Wolden,Drenthe
Zuidhorn,Vlieland,0,2018,Zuidhorn,Groningen
Aa.en.Hunze,Waadhoeke,0,2018,Aa en Hunze,Drenthe
Achtkarspelen,Waadhoeke,14,2018,Achtkarspelen,Friesland
Ameland,Waadhoeke,6,2018,Ameland,Friesland
Appingedam,Waadhoeke,0,2018,Appingedam,Groningen
Assen,Waadhoeke,1,2018,Assen,Drenthe
Bedum,Waadhoeke,2,2018,Bedum,Groningen
Bellingwedde,Waadhoeke,NA,2018,Bellingwedde,Groningen
het.Bildt,Waadhoeke,NA,2018,het Bildt,Friesland
Boarnsterhim,Waadhoeke,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Waadhoeke,0,2018,Ten Boer,Groningen
Borger.Odoorn,Waadhoeke,1,2018,Borger Odoorn,Drenthe
Coevorden,Waadhoeke,0,2018,Coevorden,Drenthe
Dantumadiel,Waadhoeke,15,2018,Dantumadiel,Friesland
Delfzijl,Waadhoeke,2,2018,Delfzijl,Groningen
Dongeradeel,Waadhoeke,12,2018,Dongeradeel,Friesland
Eemsmond,Waadhoeke,0,2018,Eemsmond,Groningen
Emmen,Waadhoeke,1,2018,Emmen,Drenthe
Ferwerderadiel,Waadhoeke,41,2018,Ferwerderadiel,Friesland
Franekeradeel,Waadhoeke,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Waadhoeke,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Waadhoeke,28,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Waadhoeke,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Waadhoeke,71,2018,Groningen,Groningen
Grootegast,Waadhoeke,3,2018,Grootegast,Groningen
Haren,Waadhoeke,1,2018,Haren,Groningen
Harlingen,Waadhoeke,109,2018,Harlingen,Friesland
Heerenveen,Waadhoeke,30,2018,Heerenveen,Friesland
Hoogeveen,Waadhoeke,7,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Waadhoeke,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Waadhoeke,9,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Waadhoeke,3,2018,Leek,Groningen
Leeuwarden,Waadhoeke,614,2018,Leeuwarden,Friesland
Leeuwarderadeel,Waadhoeke,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Waadhoeke,NA,2018,Lemsterland,Friesland
Littenseradiel,Waadhoeke,NA,2018,Littenseradiel,Friesland
Loppersum,Waadhoeke,1,2018,Loppersum,Groningen
De.Marne,Waadhoeke,0,2018,De Marne,Groningen
Marum,Waadhoeke,0,2018,Marum,Groningen
Menameradiel,Waadhoeke,NA,2018,Menameradiel,Friesland
Menterwolde,Waadhoeke,NA,2018,Menterwolde,Groningen
Meppel,Waadhoeke,1,2018,Meppel,Drenthe
Midden.Drenthe,Waadhoeke,1,2018,Midden Drenthe,Drenthe
Midden.Groningen,Waadhoeke,3,2018,Midden Groningen,Groningen
Noordenveld,Waadhoeke,20,2018,Noordenveld,Drenthe
Oldambt,Waadhoeke,6,2018,Oldambt,Groningen
Ooststellingwerf,Waadhoeke,6,2018,Ooststellingwerf,Friesland
Opsterland,Waadhoeke,16,2018,Opsterland,Friesland
Pekela,Waadhoeke,0,2018,Pekela,Groningen
Schiermonnikoog,Waadhoeke,1,2018,Schiermonnikoog,Friesland
Skarsterlân,Waadhoeke,NA,2018,Skarsterlân,Friesland
Slochteren,Waadhoeke,NA,2018,Slochteren,Groningen
Smallingerland,Waadhoeke,35,2018,Smallingerland,Friesland
Stadskanaal,Waadhoeke,3,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Waadhoeke,163,2018,Súdwest Fryslân,Friesland
Terschelling,Waadhoeke,18,2018,Terschelling,Friesland
Tynaarlo,Waadhoeke,5,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Waadhoeke,56,2018,Tytsjerksteradiel,Friesland
Veendam,Waadhoeke,1,2018,Veendam,Groningen
Vlagtwedde,Waadhoeke,NA,2018,Vlagtwedde,Groningen
Vlieland,Waadhoeke,3,2018,Vlieland,Friesland
Waadhoeke,Waadhoeke,1,2018,Waadhoeke,Friesland
Westerveld,Waadhoeke,2,2018,Westerveld,Drenthe
Westerwolde,Waadhoeke,151,2018,Westerwolde,Groningen
Weststellingwerf,Waadhoeke,4,2018,Weststellingwerf,Friesland
Winsum,Waadhoeke,1,2018,Winsum,Groningen
De.Wolden,Waadhoeke,0,2018,De Wolden,Drenthe
Zuidhorn,Waadhoeke,8,2018,Zuidhorn,Groningen
Aa.en.Hunze,Westerveld,14,2018,Aa en Hunze,Drenthe
Achtkarspelen,Westerveld,1,2018,Achtkarspelen,Friesland
Ameland,Westerveld,2,2018,Ameland,Friesland
Appingedam,Westerveld,2,2018,Appingedam,Groningen
Assen,Westerveld,46,2018,Assen,Drenthe
Bedum,Westerveld,0,2018,Bedum,Groningen
Bellingwedde,Westerveld,NA,2018,Bellingwedde,Groningen
het.Bildt,Westerveld,NA,2018,het Bildt,Friesland
Boarnsterhim,Westerveld,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Westerveld,1,2018,Ten Boer,Groningen
Borger.Odoorn,Westerveld,7,2018,Borger Odoorn,Drenthe
Coevorden,Westerveld,10,2018,Coevorden,Drenthe
Dantumadiel,Westerveld,0,2018,Dantumadiel,Friesland
Delfzijl,Westerveld,4,2018,Delfzijl,Groningen
Dongeradeel,Westerveld,4,2018,Dongeradeel,Friesland
Eemsmond,Westerveld,2,2018,Eemsmond,Groningen
Emmen,Westerveld,11,2018,Emmen,Drenthe
Ferwerderadiel,Westerveld,0,2018,Ferwerderadiel,Friesland
Franekeradeel,Westerveld,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Westerveld,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Westerveld,9,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Westerveld,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Westerveld,56,2018,Groningen,Groningen
Grootegast,Westerveld,0,2018,Grootegast,Groningen
Haren,Westerveld,2,2018,Haren,Groningen
Harlingen,Westerveld,1,2018,Harlingen,Friesland
Heerenveen,Westerveld,15,2018,Heerenveen,Friesland
Hoogeveen,Westerveld,23,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Westerveld,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Westerveld,1,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Westerveld,1,2018,Leek,Groningen
Leeuwarden,Westerveld,31,2018,Leeuwarden,Friesland
Leeuwarderadeel,Westerveld,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Westerveld,NA,2018,Lemsterland,Friesland
Littenseradiel,Westerveld,NA,2018,Littenseradiel,Friesland
Loppersum,Westerveld,0,2018,Loppersum,Groningen
De.Marne,Westerveld,0,2018,De Marne,Groningen
Marum,Westerveld,1,2018,Marum,Groningen
Menameradiel,Westerveld,NA,2018,Menameradiel,Friesland
Menterwolde,Westerveld,NA,2018,Menterwolde,Groningen
Meppel,Westerveld,107,2018,Meppel,Drenthe
Midden.Drenthe,Westerveld,49,2018,Midden Drenthe,Drenthe
Midden.Groningen,Westerveld,12,2018,Midden Groningen,Groningen
Noordenveld,Westerveld,11,2018,Noordenveld,Drenthe
Oldambt,Westerveld,7,2018,Oldambt,Groningen
Ooststellingwerf,Westerveld,42,2018,Ooststellingwerf,Friesland
Opsterland,Westerveld,15,2018,Opsterland,Friesland
Pekela,Westerveld,0,2018,Pekela,Groningen
Schiermonnikoog,Westerveld,0,2018,Schiermonnikoog,Friesland
Skarsterlân,Westerveld,NA,2018,Skarsterlân,Friesland
Slochteren,Westerveld,NA,2018,Slochteren,Groningen
Smallingerland,Westerveld,16,2018,Smallingerland,Friesland
Stadskanaal,Westerveld,0,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Westerveld,10,2018,Súdwest Fryslân,Friesland
Terschelling,Westerveld,3,2018,Terschelling,Friesland
Tynaarlo,Westerveld,3,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Westerveld,0,2018,Tytsjerksteradiel,Friesland
Veendam,Westerveld,1,2018,Veendam,Groningen
Vlagtwedde,Westerveld,NA,2018,Vlagtwedde,Groningen
Vlieland,Westerveld,0,2018,Vlieland,Friesland
Waadhoeke,Westerveld,3,2018,Waadhoeke,Friesland
Westerveld,Westerveld,1,2018,Westerveld,Drenthe
Westerwolde,Westerveld,2,2018,Westerwolde,Groningen
Weststellingwerf,Westerveld,66,2018,Weststellingwerf,Friesland
Winsum,Westerveld,0,2018,Winsum,Groningen
De.Wolden,Westerveld,57,2018,De Wolden,Drenthe
Zuidhorn,Westerveld,0,2018,Zuidhorn,Groningen
Aa.en.Hunze,Westerwolde,10,2018,Aa en Hunze,Drenthe
Achtkarspelen,Westerwolde,1,2018,Achtkarspelen,Friesland
Ameland,Westerwolde,1,2018,Ameland,Friesland
Appingedam,Westerwolde,12,2018,Appingedam,Groningen
Assen,Westerwolde,13,2018,Assen,Drenthe
Bedum,Westerwolde,5,2018,Bedum,Groningen
Bellingwedde,Westerwolde,NA,2018,Bellingwedde,Groningen
het.Bildt,Westerwolde,NA,2018,het Bildt,Friesland
Boarnsterhim,Westerwolde,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Westerwolde,0,2018,Ten Boer,Groningen
Borger.Odoorn,Westerwolde,50,2018,Borger Odoorn,Drenthe
Coevorden,Westerwolde,18,2018,Coevorden,Drenthe
Dantumadiel,Westerwolde,1,2018,Dantumadiel,Friesland
Delfzijl,Westerwolde,23,2018,Delfzijl,Groningen
Dongeradeel,Westerwolde,0,2018,Dongeradeel,Friesland
Eemsmond,Westerwolde,2,2018,Eemsmond,Groningen
Emmen,Westerwolde,142,2018,Emmen,Drenthe
Ferwerderadiel,Westerwolde,0,2018,Ferwerderadiel,Friesland
Franekeradeel,Westerwolde,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Westerwolde,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Westerwolde,4,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Westerwolde,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Westerwolde,64,2018,Groningen,Groningen
Grootegast,Westerwolde,2,2018,Grootegast,Groningen
Haren,Westerwolde,1,2018,Haren,Groningen
Harlingen,Westerwolde,1,2018,Harlingen,Friesland
Heerenveen,Westerwolde,3,2018,Heerenveen,Friesland
Hoogeveen,Westerwolde,8,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Westerwolde,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Westerwolde,0,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Westerwolde,1,2018,Leek,Groningen
Leeuwarden,Westerwolde,16,2018,Leeuwarden,Friesland
Leeuwarderadeel,Westerwolde,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Westerwolde,NA,2018,Lemsterland,Friesland
Littenseradiel,Westerwolde,NA,2018,Littenseradiel,Friesland
Loppersum,Westerwolde,6,2018,Loppersum,Groningen
De.Marne,Westerwolde,6,2018,De Marne,Groningen
Marum,Westerwolde,0,2018,Marum,Groningen
Menameradiel,Westerwolde,NA,2018,Menameradiel,Friesland
Menterwolde,Westerwolde,NA,2018,Menterwolde,Groningen
Meppel,Westerwolde,1,2018,Meppel,Drenthe
Midden.Drenthe,Westerwolde,7,2018,Midden Drenthe,Drenthe
Midden.Groningen,Westerwolde,40,2018,Midden Groningen,Groningen
Noordenveld,Westerwolde,11,2018,Noordenveld,Drenthe
Oldambt,Westerwolde,178,2018,Oldambt,Groningen
Ooststellingwerf,Westerwolde,6,2018,Ooststellingwerf,Friesland
Opsterland,Westerwolde,1,2018,Opsterland,Friesland
Pekela,Westerwolde,57,2018,Pekela,Groningen
Schiermonnikoog,Westerwolde,0,2018,Schiermonnikoog,Friesland
Skarsterlân,Westerwolde,NA,2018,Skarsterlân,Friesland
Slochteren,Westerwolde,NA,2018,Slochteren,Groningen
Smallingerland,Westerwolde,11,2018,Smallingerland,Friesland
Stadskanaal,Westerwolde,165,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Westerwolde,8,2018,Súdwest Fryslân,Friesland
Terschelling,Westerwolde,0,2018,Terschelling,Friesland
Tynaarlo,Westerwolde,7,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Westerwolde,2,2018,Tytsjerksteradiel,Friesland
Veendam,Westerwolde,42,2018,Veendam,Groningen
Vlagtwedde,Westerwolde,NA,2018,Vlagtwedde,Groningen
Vlieland,Westerwolde,0,2018,Vlieland,Friesland
Waadhoeke,Westerwolde,4,2018,Waadhoeke,Friesland
Westerveld,Westerwolde,3,2018,Westerveld,Drenthe
Westerwolde,Westerwolde,1,2018,Westerwolde,Groningen
Weststellingwerf,Westerwolde,0,2018,Weststellingwerf,Friesland
Winsum,Westerwolde,0,2018,Winsum,Groningen
De.Wolden,Westerwolde,3,2018,De Wolden,Drenthe
Zuidhorn,Westerwolde,2,2018,Zuidhorn,Groningen
Aa.en.Hunze,Weststellingwerf,0,2018,Aa en Hunze,Drenthe
Achtkarspelen,Weststellingwerf,4,2018,Achtkarspelen,Friesland
Ameland,Weststellingwerf,5,2018,Ameland,Friesland
Appingedam,Weststellingwerf,0,2018,Appingedam,Groningen
Assen,Weststellingwerf,3,2018,Assen,Drenthe
Bedum,Weststellingwerf,0,2018,Bedum,Groningen
Bellingwedde,Weststellingwerf,NA,2018,Bellingwedde,Groningen
het.Bildt,Weststellingwerf,NA,2018,het Bildt,Friesland
Boarnsterhim,Weststellingwerf,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Weststellingwerf,0,2018,Ten Boer,Groningen
Borger.Odoorn,Weststellingwerf,3,2018,Borger Odoorn,Drenthe
Coevorden,Weststellingwerf,1,2018,Coevorden,Drenthe
Dantumadiel,Weststellingwerf,4,2018,Dantumadiel,Friesland
Delfzijl,Weststellingwerf,0,2018,Delfzijl,Groningen
Dongeradeel,Weststellingwerf,6,2018,Dongeradeel,Friesland
Eemsmond,Weststellingwerf,0,2018,Eemsmond,Groningen
Emmen,Weststellingwerf,3,2018,Emmen,Drenthe
Ferwerderadiel,Weststellingwerf,2,2018,Ferwerderadiel,Friesland
Franekeradeel,Weststellingwerf,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Weststellingwerf,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Weststellingwerf,33,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Weststellingwerf,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Weststellingwerf,32,2018,Groningen,Groningen
Grootegast,Weststellingwerf,1,2018,Grootegast,Groningen
Haren,Weststellingwerf,1,2018,Haren,Groningen
Harlingen,Weststellingwerf,4,2018,Harlingen,Friesland
Heerenveen,Weststellingwerf,157,2018,Heerenveen,Friesland
Hoogeveen,Weststellingwerf,7,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Weststellingwerf,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Weststellingwerf,0,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Weststellingwerf,2,2018,Leek,Groningen
Leeuwarden,Weststellingwerf,65,2018,Leeuwarden,Friesland
Leeuwarderadeel,Weststellingwerf,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Weststellingwerf,NA,2018,Lemsterland,Friesland
Littenseradiel,Weststellingwerf,NA,2018,Littenseradiel,Friesland
Loppersum,Weststellingwerf,0,2018,Loppersum,Groningen
De.Marne,Weststellingwerf,1,2018,De Marne,Groningen
Marum,Weststellingwerf,0,2018,Marum,Groningen
Menameradiel,Weststellingwerf,NA,2018,Menameradiel,Friesland
Menterwolde,Weststellingwerf,NA,2018,Menterwolde,Groningen
Meppel,Weststellingwerf,10,2018,Meppel,Drenthe
Midden.Drenthe,Weststellingwerf,2,2018,Midden Drenthe,Drenthe
Midden.Groningen,Weststellingwerf,1,2018,Midden Groningen,Groningen
Noordenveld,Weststellingwerf,6,2018,Noordenveld,Drenthe
Oldambt,Weststellingwerf,4,2018,Oldambt,Groningen
Ooststellingwerf,Weststellingwerf,54,2018,Ooststellingwerf,Friesland
Opsterland,Weststellingwerf,25,2018,Opsterland,Friesland
Pekela,Weststellingwerf,1,2018,Pekela,Groningen
Schiermonnikoog,Weststellingwerf,1,2018,Schiermonnikoog,Friesland
Skarsterlân,Weststellingwerf,NA,2018,Skarsterlân,Friesland
Slochteren,Weststellingwerf,NA,2018,Slochteren,Groningen
Smallingerland,Weststellingwerf,34,2018,Smallingerland,Friesland
Stadskanaal,Weststellingwerf,1,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Weststellingwerf,31,2018,Súdwest Fryslân,Friesland
Terschelling,Weststellingwerf,0,2018,Terschelling,Friesland
Tynaarlo,Weststellingwerf,1,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Weststellingwerf,8,2018,Tytsjerksteradiel,Friesland
Veendam,Weststellingwerf,0,2018,Veendam,Groningen
Vlagtwedde,Weststellingwerf,NA,2018,Vlagtwedde,Groningen
Vlieland,Weststellingwerf,0,2018,Vlieland,Friesland
Waadhoeke,Weststellingwerf,8,2018,Waadhoeke,Friesland
Westerveld,Weststellingwerf,44,2018,Westerveld,Drenthe
Westerwolde,Weststellingwerf,0,2018,Westerwolde,Groningen
Weststellingwerf,Weststellingwerf,1,2018,Weststellingwerf,Friesland
Winsum,Weststellingwerf,0,2018,Winsum,Groningen
De.Wolden,Weststellingwerf,4,2018,De Wolden,Drenthe
Zuidhorn,Weststellingwerf,2,2018,Zuidhorn,Groningen
Aa.en.Hunze,Winsum,3,2018,Aa en Hunze,Drenthe
Achtkarspelen,Winsum,0,2018,Achtkarspelen,Friesland
Ameland,Winsum,1,2018,Ameland,Friesland
Appingedam,Winsum,2,2018,Appingedam,Groningen
Assen,Winsum,6,2018,Assen,Drenthe
Bedum,Winsum,25,2018,Bedum,Groningen
Bellingwedde,Winsum,NA,2018,Bellingwedde,Groningen
het.Bildt,Winsum,NA,2018,het Bildt,Friesland
Boarnsterhim,Winsum,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Winsum,13,2018,Ten Boer,Groningen
Borger.Odoorn,Winsum,3,2018,Borger Odoorn,Drenthe
Coevorden,Winsum,0,2018,Coevorden,Drenthe
Dantumadiel,Winsum,1,2018,Dantumadiel,Friesland
Delfzijl,Winsum,10,2018,Delfzijl,Groningen
Dongeradeel,Winsum,0,2018,Dongeradeel,Friesland
Eemsmond,Winsum,46,2018,Eemsmond,Groningen
Emmen,Winsum,0,2018,Emmen,Drenthe
Ferwerderadiel,Winsum,0,2018,Ferwerderadiel,Friesland
Franekeradeel,Winsum,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,Winsum,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,Winsum,0,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,Winsum,NA,2018,Gaasterlân Sleat,Friesland
Groningen,Winsum,223,2018,Groningen,Groningen
Grootegast,Winsum,0,2018,Grootegast,Groningen
Haren,Winsum,12,2018,Haren,Groningen
Harlingen,Winsum,0,2018,Harlingen,Friesland
Heerenveen,Winsum,2,2018,Heerenveen,Friesland
Hoogeveen,Winsum,2,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,Winsum,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,Winsum,0,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,Winsum,8,2018,Leek,Groningen
Leeuwarden,Winsum,7,2018,Leeuwarden,Friesland
Leeuwarderadeel,Winsum,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,Winsum,NA,2018,Lemsterland,Friesland
Littenseradiel,Winsum,NA,2018,Littenseradiel,Friesland
Loppersum,Winsum,35,2018,Loppersum,Groningen
De.Marne,Winsum,80,2018,De Marne,Groningen
Marum,Winsum,0,2018,Marum,Groningen
Menameradiel,Winsum,NA,2018,Menameradiel,Friesland
Menterwolde,Winsum,NA,2018,Menterwolde,Groningen
Meppel,Winsum,0,2018,Meppel,Drenthe
Midden.Drenthe,Winsum,0,2018,Midden Drenthe,Drenthe
Midden.Groningen,Winsum,8,2018,Midden Groningen,Groningen
Noordenveld,Winsum,7,2018,Noordenveld,Drenthe
Oldambt,Winsum,2,2018,Oldambt,Groningen
Ooststellingwerf,Winsum,0,2018,Ooststellingwerf,Friesland
Opsterland,Winsum,1,2018,Opsterland,Friesland
Pekela,Winsum,0,2018,Pekela,Groningen
Schiermonnikoog,Winsum,0,2018,Schiermonnikoog,Friesland
Skarsterlân,Winsum,NA,2018,Skarsterlân,Friesland
Slochteren,Winsum,NA,2018,Slochteren,Groningen
Smallingerland,Winsum,2,2018,Smallingerland,Friesland
Stadskanaal,Winsum,2,2018,Stadskanaal,Groningen
Súdwest.Fryslân,Winsum,3,2018,Súdwest Fryslân,Friesland
Terschelling,Winsum,0,2018,Terschelling,Friesland
Tynaarlo,Winsum,6,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,Winsum,0,2018,Tytsjerksteradiel,Friesland
Veendam,Winsum,3,2018,Veendam,Groningen
Vlagtwedde,Winsum,NA,2018,Vlagtwedde,Groningen
Vlieland,Winsum,0,2018,Vlieland,Friesland
Waadhoeke,Winsum,1,2018,Waadhoeke,Friesland
Westerveld,Winsum,0,2018,Westerveld,Drenthe
Westerwolde,Winsum,9,2018,Westerwolde,Groningen
Weststellingwerf,Winsum,1,2018,Weststellingwerf,Friesland
Winsum,Winsum,1,2018,Winsum,Groningen
De.Wolden,Winsum,1,2018,De Wolden,Drenthe
Zuidhorn,Winsum,17,2018,Zuidhorn,Groningen
Aa.en.Hunze,De.Wolden,5,2018,Aa en Hunze,Drenthe
Achtkarspelen,De.Wolden,0,2018,Achtkarspelen,Friesland
Ameland,De.Wolden,2,2018,Ameland,Friesland
Appingedam,De.Wolden,0,2018,Appingedam,Groningen
Assen,De.Wolden,35,2018,Assen,Drenthe
Bedum,De.Wolden,0,2018,Bedum,Groningen
Bellingwedde,De.Wolden,NA,2018,Bellingwedde,Groningen
het.Bildt,De.Wolden,NA,2018,het Bildt,Friesland
Boarnsterhim,De.Wolden,NA,2018,Boarnsterhim,Friesland
Ten.Boer,De.Wolden,0,2018,Ten Boer,Groningen
Borger.Odoorn,De.Wolden,1,2018,Borger Odoorn,Drenthe
Coevorden,De.Wolden,22,2018,Coevorden,Drenthe
Dantumadiel,De.Wolden,4,2018,Dantumadiel,Friesland
Delfzijl,De.Wolden,3,2018,Delfzijl,Groningen
Dongeradeel,De.Wolden,0,2018,Dongeradeel,Friesland
Eemsmond,De.Wolden,5,2018,Eemsmond,Groningen
Emmen,De.Wolden,16,2018,Emmen,Drenthe
Ferwerderadiel,De.Wolden,0,2018,Ferwerderadiel,Friesland
Franekeradeel,De.Wolden,NA,2018,Franekeradeel,Friesland
De.Friese.Meren,De.Wolden,NA,2018,De Friese Meren,Friesland
De.Fryske.Marren,De.Wolden,0,2018,De Fryske Marren,Friesland
Gaasterlân.Sleat,De.Wolden,NA,2018,Gaasterlân Sleat,Friesland
Groningen,De.Wolden,54,2018,Groningen,Groningen
Grootegast,De.Wolden,0,2018,Grootegast,Groningen
Haren,De.Wolden,0,2018,Haren,Groningen
Harlingen,De.Wolden,0,2018,Harlingen,Friesland
Heerenveen,De.Wolden,4,2018,Heerenveen,Friesland
Hoogeveen,De.Wolden,248,2018,Hoogeveen,Drenthe
Hoogezand.Sappemeer,De.Wolden,NA,2018,Hoogezand Sappemeer,Groningen
Kollumerland.en.Nieuwkruisland,De.Wolden,0,2018,Kollumerland en Nieuwkruisland,Friesland
Leek,De.Wolden,4,2018,Leek,Groningen
Leeuwarden,De.Wolden,22,2018,Leeuwarden,Friesland
Leeuwarderadeel,De.Wolden,NA,2018,Leeuwarderadeel,Friesland
Lemsterland,De.Wolden,NA,2018,Lemsterland,Friesland
Littenseradiel,De.Wolden,NA,2018,Littenseradiel,Friesland
Loppersum,De.Wolden,0,2018,Loppersum,Groningen
De.Marne,De.Wolden,0,2018,De Marne,Groningen
Marum,De.Wolden,3,2018,Marum,Groningen
Menameradiel,De.Wolden,NA,2018,Menameradiel,Friesland
Menterwolde,De.Wolden,NA,2018,Menterwolde,Groningen
Meppel,De.Wolden,166,2018,Meppel,Drenthe
Midden.Drenthe,De.Wolden,27,2018,Midden Drenthe,Drenthe
Midden.Groningen,De.Wolden,4,2018,Midden Groningen,Groningen
Noordenveld,De.Wolden,4,2018,Noordenveld,Drenthe
Oldambt,De.Wolden,1,2018,Oldambt,Groningen
Ooststellingwerf,De.Wolden,6,2018,Ooststellingwerf,Friesland
Opsterland,De.Wolden,0,2018,Opsterland,Friesland
Pekela,De.Wolden,0,2018,Pekela,Groningen
Schiermonnikoog,De.Wolden,1,2018,Schiermonnikoog,Friesland
Skarsterlân,De.Wolden,NA,2018,Skarsterlân,Friesland
Slochteren,De.Wolden,NA,2018,Slochteren,Groningen
Smallingerland,De.Wolden,3,2018,Smallingerland,Friesland
Stadskanaal,De.Wolden,2,2018,Stadskanaal,Groningen
Súdwest.Fryslân,De.Wolden,1,2018,Súdwest Fryslân,Friesland
Terschelling,De.Wolden,1,2018,Terschelling,Friesland
Tynaarlo,De.Wolden,3,2018,Tynaarlo,Drenthe
Tytsjerksteradiel,De.Wolden,0,2018,Tytsjerksteradiel,Friesland
Veendam,De.Wolden,1,2018,Veendam,Groningen
Vlagtwedde,De.Wolden,NA,2018,Vlagtwedde,Groningen
Vlieland,De.Wolden,0,2018,Vlieland,Friesland
Waadhoeke,De.Wolden,3,2018,Waadhoeke,Friesland
Westerveld,De.Wolden,44,2018,Westerveld,Drenthe
Westerwolde,De.Wolden,10,2018,Westerwolde,Groningen
Weststellingwerf,De.Wolden,8,2018,Weststellingwerf,Friesland
Winsum,De.Wolden,0,2018,Winsum,Groningen
De.Wolden,De.Wolden,1,2018,De Wolden,Drenthe
Zuidhorn,De.Wolden,0,2018,Zuidhorn,Groningen
Aa.en.Hunze,Zuidhorn,7,2018,Aa en Hunze,Drenthe
Achtkarspelen,Zuidhorn,14,2018,Achtkarspelen,Friesland
Ameland,Zuidhorn,1,2018,Ameland,Friesland
Appingedam,Zuidhorn,5,2018,Appingedam,Groningen
Assen,Zuidhorn,14,2018,Assen,Drenthe
Bedum,Zuidhorn,11,2018,Bedum,Groningen
Bellingwedde,Zuidhorn,NA,2018,Bellingwedde,Groningen
het.Bildt,Zuidhorn,NA,2018,het Bildt,Friesland
Boarnsterhim,Zuidhorn,NA,2018,Boarnsterhim,Friesland
Ten.Boer,Zuidhorn,14,2018,Ten Boer,Groningen
Borger.Odoorn,Zuidhorn,0,2018,Borger Odoorn,Drenthe
Coevorden,Zuidhorn,1,2018,Coevorden,Drenthe
Dantumadiel,Zuidhorn,0,2018,Dantumadiel,Friesland
Delfzijl,Zuidhorn,5,2018,Delfzijl,Groningen
Dongeradeel,Zuidhorn,1,2018,Dongeradeel,Friesland
Eemsmond,Zuidhorn,10,2018,Eemsmond,Groningen
